FG.name,Ligand,Cluster,AA.property,Atom.property,Size,Size.scaled,Reuse.Atom,Reuse.Residue,Reuse.All,Reuse.pvalue
Carboxyl(01),ASP,cluster2,"[0.0, 0.0, 0.012195121951219513, 0.018292682926829267, 0.024390243902439025, 0.0040650406504065045, 0.034552845528455285, 0.12804878048780488, 0.008130081300813009, 0.034552845528455285, 0.0040650406504065045, 0.028455284552845527, 0.07926829268292683, 0.0508130081300813, 0.028455284552845527, 0.054878048780487805, 0.11788617886178862, 0.034552845528455285, 0.22357723577235772, 0.11382113821138211]","[0.21971252566735114, 0.1026694045174538, 0.16427104722792607, 0.17248459958932238, 0.21765913757700206, 0.12320328542094455, 0.0]",10.25,0.223116633,0.870167414,0.863378909,0.905768606,1.01E-09
Carboxyl(01),DGL,cluster1,"[0.0, 0.0, 0.05555555555555555, 0.024691358024691357, 0.0, 0.06172839506172839, 0.04938271604938271, 0.19753086419753085, 0.018518518518518517, 0.030864197530864196, 0.024691358024691357, 0.018518518518518517, 0.12962962962962962, 0.030864197530864196, 0.0, 0.006172839506172839, 0.04938271604938271, 0.037037037037037035, 0.16666666666666666, 0.09876543209876543]","[0.18012422360248448, 0.037267080745341616, 0.11180124223602485, 0.2732919254658385, 0.30434782608695654, 0.09316770186335403, 0.0]",10.8,0.23813107,0.91034036,0.804659247,0.898376987,1.03E-09
Carboxyl(01),GLU,cluster1,"[0.0, 0.0, 0.012512030798845043, 0.03464870067372473, 0.026948989412897015, 0.029836381135707413, 0.09528392685274302, 0.14051973051010588, 0.05678537054860443, 0.04523580365736285, 0.004812319538017324, 0.008662175168431183, 0.0741097208854668, 0.026948989412897015, 0.02021174205967276, 0.025024061597690085, 0.08277189605389798, 0.05293551491819057, 0.21847930702598653, 0.04427333974975938]","[0.1642512077294686, 0.06666666666666667, 0.1536231884057971, 0.2396135265700483, 0.2753623188405797, 0.10048309178743961, 0.0]",12.36904762,0.280964464,0.919330212,0.851106826,0.92071409,5.64E-12
Carboxyl(01),MLT,cluster1,"[0.0, 0.0, 0.0, 0.045714285714285714, 0.04, 0.011428571428571429, 0.02857142857142857, 0.14285714285714285, 0.02857142857142857, 0.02857142857142857, 0.0, 0.017142857142857144, 0.08, 0.03428571428571429, 0.005714285714285714, 0.05142857142857143, 0.05142857142857143, 0.06285714285714286, 0.24571428571428572, 0.12571428571428572]","[0.1839080459770115, 0.06321839080459771, 0.1724137931034483, 0.25287356321839083, 0.22413793103448276, 0.10344827586206896, 0.0]",8.333333333,0.170793595,0.897593577,0.87777141,0.918515513,2.40E-11
Cyclic-diribose5phosphate,2BA,cluster3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.08333333333333333, 0.0, 0.05, 0.0, 0.0, 0.016666666666666666, 0.03333333333333333, 0.08333333333333333, 0.15, 0.06666666666666667, 0.05, 0.13333333333333333, 0.2833333333333333]","[0.16666666666666666, 0.16666666666666666, 0.23333333333333334, 0.03333333333333333, 0.26666666666666666, 0.13333333333333333, 0.0]",7.5,0.148044448,0.002358899,0.402902491,0.448497098,0.016677197
Cyclic-diribose5phosphate,C2E,cluster3,"[0.0, 0.0, 0.04054054054054054, 0.008108108108108109, 0.07837837837837838, 0.0, 0.0, 0.016216216216216217, 0.005405405405405406, 0.016216216216216217, 0.0, 0.010810810810810811, 0.021621621621621623, 0.01891891891891892, 0.062162162162162166, 0.1783783783783784, 0.1918918918918919, 0.07567567567567568, 0.2594594594594595, 0.016216216216216217]","[0.20857142857142857, 0.16, 0.1742857142857143, 0.24857142857142858, 0.03142857142857143, 0.17714285714285713, 0.0]",12.33333333,0.2799895,0.002358899,0.402902491,0.448497098,0.016677197
Cysteamine,CYS,cluster2,"[0.0, 0.0, 0.006042296072507553, 0.012084592145015106, 0.03927492447129909, 0.03625377643504532, 0.10876132930513595, 0.0755287009063444, 0.02416918429003021, 0.03625377643504532, 0.0634441087613293, 0.03323262839879154, 0.045317220543806644, 0.012084592145015106, 0.05740181268882175, 0.054380664652567974, 0.05740181268882175, 0.03625377643504532, 0.11178247734138973, 0.1903323262839879]","[0.09785932721712538, 0.1162079510703364, 0.14678899082568808, 0.17737003058103976, 0.2874617737003058, 0.1743119266055046, 0.0]",8.275,0.169201155,0.423408964,0.013384054,0.44663244,0.017191113
Cysteamine,PNS,cluster1,"[0.0, 0.0, 0.015625, 0.015625, 0.328125, 0.03125, 0.046875, 0.0, 0.046875, 0.1875, 0.0, 0.125, 0.03125, 0.0, 0.046875, 0.046875, 0.015625, 0.0, 0.0, 0.0625]","[0.03225806451612903, 0.11290322580645161, 0.11290322580645161, 0.43548387096774194, 0.0967741935483871, 0.20967741935483872, 0.0]",12.8,0.292729023,0.423408964,0.013384054,0.44663244,0.017191113
Cytosine,C5P,cluster1,"[0.0, 0.0, 0.03052064631956912, 0.05745062836624776, 0.04488330341113106, 0.025134649910233394, 0.16696588868940754, 0.19389587073608616, 0.01615798922800718, 0.025134649910233394, 0.0017953321364452424, 0.012567324955116697, 0.03590664272890485, 0.019748653500897665, 0.017953321364452424, 0.05026929982046679, 0.05026929982046679, 0.04847396768402154, 0.16337522441651706, 0.03949730700179533]","[0.1263537906137184, 0.05054151624548736, 0.10108303249097472, 0.2563176895306859, 0.37725631768953066, 0.08844765342960288, 0.0]",12.10869565,0.273857122,0.682724679,0.705572088,0.753304423,0.020539056
Cytosine,CDP,cluster2,"[0.0, 0.0, 0.027522935779816515, 0.05198776758409786, 0.10703363914373089, 0.04892966360856269, 0.10703363914373089, 0.18654434250764526, 0.06422018348623854, 0.0, 0.0030581039755351682, 0.021406727828746176, 0.009174311926605505, 0.021406727828746176, 0.04892966360856269, 0.03363914373088685, 0.03669724770642202, 0.0672782874617737, 0.14984709480122324, 0.01529051987767584]","[0.09259259259259259, 0.040123456790123455, 0.09567901234567901, 0.35185185185185186, 0.3271604938271605, 0.09259259259259259, 0.0]",11.27586207,0.251121617,0.732073413,0.664433921,0.754515311,0.009485647
Cytosine,CTN,cluster1,"[0.0, 0.0, 0.012269938650306749, 0.0705521472392638, 0.03987730061349693, 0.03374233128834356, 0.1687116564417178, 0.2331288343558282, 0.06134969325153374, 0.06441717791411043, 0.012269938650306749, 0.012269938650306749, 0.024539877300613498, 0.018404907975460124, 0.046012269938650305, 0.015337423312883436, 0.06134969325153374, 0.015337423312883436, 0.046012269938650305, 0.06441717791411043]","[0.08923076923076922, 0.07384615384615385, 0.08307692307692308, 0.20307692307692307, 0.4553846153846154, 0.09538461538461539, 0.0]",18.11111111,0.437716919,0.548621798,0.424677229,0.60124285,0.234263039
Cytosine,CTP,cluster2,"[0.0, 0.0, 0.01950354609929078, 0.051418439716312055, 0.04609929078014184, 0.03546099290780142, 0.03368794326241135, 0.15780141843971632, 0.015957446808510637, 0.02127659574468085, 0.0017730496453900709, 0.014184397163120567, 0.03900709219858156, 0.024822695035460994, 0.012411347517730497, 0.08687943262411348, 0.015957446808510637, 0.040780141843971635, 0.35106382978723405, 0.031914893617021274]","[0.1586452762923351, 0.0427807486631016, 0.15151515151515152, 0.31907308377896615, 0.20677361853832443, 0.12121212121212122, 0.0]",12,0.270889842,0.731520625,0.635337061,0.752021076,9.96E-05
Cytosine,DCT,cluster3,"[0.0, 0.0, 0.0, 0.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16, 0.0, 0.0, 0.12, 0.04, 0.16, 0.44, 0.0]","[0.2, 0.04, 0.24, 0.36, 0.0, 0.16, 0.0]",3.571428571,0.04079847,0.13548431,0.371034075,0.369182807,0.264192793
D-Ribose-1-diphosphate,UPG,cluster3,"[0.0, 0.0, 0.0038461538461538464, 0.0, 0.06153846153846154, 0.019230769230769232, 0.05384615384615385, 0.08076923076923077, 0.023076923076923078, 0.038461538461538464, 0.0, 0.0, 0.011538461538461539, 0.011538461538461539, 0.026923076923076925, 0.2653846153846154, 0.019230769230769232, 0.08846153846153847, 0.28846153846153844, 0.007692307692307693]","[0.2, 0.11153846153846154, 0.19230769230769232, 0.19615384615384615, 0.13076923076923078, 0.16923076923076924, 0.0]",8.387096774,0.172261282,NA,NA,NA,NA
Decyl group,DMU,cluster1,"[0.0, 0.0, 0.009852216748768473, 0.1330049261083744, 0.2857142857142857, 0.12315270935960591, 0.20689655172413793, 0.10344827586206896, 0.009852216748768473, 0.0, 0.009852216748768473, 0.034482758620689655, 0.014778325123152709, 0.0, 0.0, 0.009852216748768473, 0.034482758620689655, 0.0, 0.024630541871921183, 0.0]","[0.04, 0.01, 0.02, 0.57, 0.31, 0.05, 0.0]",9.666666667,0.20719223,0.878575529,0.880515252,0.891629527,1.94E-10
Decyl group,MYR,cluster2,"[0.0, 0.0, 0.037463976945244955, 0.15273775216138327, 0.16138328530259366, 0.08069164265129683, 0.276657060518732, 0.09221902017291066, 0.023054755043227664, 0.008645533141210375, 0.008645533141210375, 0.04899135446685879, 0.023054755043227664, 0.011527377521613832, 0.002881844380403458, 0.008645533141210375, 0.0, 0.01440922190201729, 0.008645533141210375, 0.040345821325648415]","[0.04398826979472141, 0.01466275659824047, 0.017595307917888565, 0.47214076246334313, 0.39589442815249265, 0.05571847507331378, 0.0]",19.27777778,0.469565725,0.878575529,0.880515252,0.891629527,1.94E-10
Diethoxy group,C8E,cluster3,"[0.0, 0.0, 0.012345679012345678, 0.024691358024691357, 0.2345679012345679, 0.024691358024691357, 0.14814814814814814, 0.2839506172839506, 0.06172839506172839, 0.0, 0.0, 0.024691358024691357, 0.024691358024691357, 0.012345679012345678, 0.012345679012345678, 0.0, 0.07407407407407407, 0.037037037037037035, 0.0, 0.024691358024691357]","[0.0375, 0.0375, 0.0625, 0.3375, 0.4625, 0.0625, 0.0]",3.857142857,0.048598178,NA,NA,NA,NA
Diethoxy-hydroxyethyl,C8E,cluster1,"[0.0, 0.0, 0.06349206349206349, 0.026455026455026454, 0.14285714285714285, 0.037037037037037035, 0.21164021164021163, 0.20105820105820105, 0.010582010582010581, 0.037037037037037035, 0.0, 0.010582010582010581, 0.042328042328042326, 0.015873015873015872, 0.047619047619047616, 0.021164021164021163, 0.026455026455026454, 0.0, 0.07936507936507936, 0.026455026455026454]","[0.10106382978723404, 0.0425531914893617, 0.0851063829787234, 0.31382978723404253, 0.39361702127659576, 0.06382978723404255, 0.0]",9,0.188992913,NA,NA,NA,NA
Dihydronicotinamide,NAI,cluster3,"[0.0, 0.0, 0.03764544832306639, 0.0944558521560575, 0.07049965776865161, 0.0458590006844627, 0.0917180013689254, 0.12525667351129363, 0.02053388090349076, 0.07049965776865161, 0.006844626967830253, 0.04243668720054757, 0.06981519507186858, 0.03696098562628337, 0.02737850787132101, 0.040383299110198494, 0.061601642710472276, 0.04996577686516085, 0.04654346338124572, 0.061601642710472276]","[0.14027777777777778, 0.0763888888888889, 0.09444444444444444, 0.32708333333333334, 0.24513888888888888, 0.11666666666666667, 0.0]",18.03703704,0.435694773,0.997695771,0.881043373,0.990252675,8.62E-24
Dihydronicotinamide,NDP,cluster3,"[0.0, 0.0, 0.03009259259259259, 0.0787037037037037, 0.06886574074074074, 0.05613425925925926, 0.08796296296296297, 0.12008101851851852, 0.07146990740740741, 0.053530092592592594, 0.006944444444444444, 0.035590277777777776, 0.06915509259259259, 0.03732638888888889, 0.042534722222222224, 0.050347222222222224, 0.03761574074074074, 0.04398148148148148, 0.05381944444444445, 0.055844907407407406]","[0.1387503666764447, 0.07128190085068935, 0.09797594602522734, 0.31534174244646523, 0.2604869463185685, 0.11616309768260487, 0.0]",18.98901099,0.461682687,0.997695771,0.881043373,0.990252675,8.62E-24
Dihydroxyacetone,13P,cluster1,"[0.0, 0.0, 0.010810810810810811, 0.03783783783783784, 0.016216216216216217, 0.005405405405405406, 0.07567567567567568, 0.07567567567567568, 0.043243243243243246, 0.04864864864864865, 0.005405405405405406, 0.05405405405405406, 0.010810810810810811, 0.0, 0.005405405405405406, 0.10270270270270271, 0.0918918918918919, 0.05945945945945946, 0.08108108108108109, 0.2756756756756757]","[0.10989010989010989, 0.14285714285714285, 0.13736263736263737, 0.13736263736263737, 0.3241758241758242, 0.14835164835164835, 0.0]",16.81818182,0.402421273,NA,NA,NA,NA
Dimethylallyl,DST,cluster1,"[0.0, 0.0, 0.006514657980456026, 0.019543973941368076, 0.029315960912052116, 0.009771986970684038, 0.10097719869706841, 0.3811074918566775, 0.08794788273615635, 0.03257328990228013, 0.0, 0.04234527687296417, 0.05537459283387622, 0.019543973941368076, 0.05537459283387622, 0.04560260586319218, 0.019543973941368076, 0.026058631921824105, 0.04560260586319218, 0.02280130293159609]","[0.1390728476821192, 0.059602649006622516, 0.0695364238410596, 0.12582781456953643, 0.5165562913907285, 0.08940397350993377, 0.0]",20.46666667,0.502021174,0.841712139,0.676151798,0.839188259,2.56E-07
Dimethylallyl,FPP,cluster2,"[0.0, 0.0, 0.0, 0.05555555555555555, 0.1111111111111111, 0.0, 0.07142857142857142, 0.23809523809523808, 0.12698412698412698, 0.07936507936507936, 0.0, 0.007936507936507936, 0.03968253968253968, 0.015873015873015872, 0.031746031746031744, 0.0, 0.05555555555555555, 0.06349206349206349, 0.047619047619047616, 0.05555555555555555]","[0.1111111111111111, 0.06349206349206349, 0.1111111111111111, 0.2698412698412698, 0.35714285714285715, 0.0873015873015873, 0.0]",12.6,0.287269227,0.900306913,0.728175608,0.879888923,8.29E-10
Dimethylallyl,FPS,cluster2,"[0.0, 0.0, 0.03167420814479638, 0.058823529411764705, 0.22171945701357465, 0.06787330316742081, 0.14027149321266968, 0.17194570135746606, 0.04072398190045249, 0.013574660633484163, 0.00904977375565611, 0.07692307692307693, 0.03619909502262444, 0.01809954751131222, 0.013574660633484163, 0.0, 0.004524886877828055, 0.0, 0.004524886877828055, 0.09049773755656108]","[0.06944444444444445, 0.023148148148148147, 0.046296296296296294, 0.4074074074074074, 0.37962962962962965, 0.07407407407407407, 0.0]",20.09090909,0.491763377,0.87589813,0.567555889,0.832814035,2.56E-07
Dimethylamine,SPD,cluster2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.045454545454545456, 0.16666666666666666, 0.3181818181818182, 0.0, 0.0, 0.030303030303030304, 0.0, 0.0, 0.13636363636363635, 0.12121212121212122, 0.13636363636363635, 0.0, 0.0, 0.045454545454545456]","[0.12307692307692308, 0.09230769230769231, 0.15384615384615385, 0.0, 0.49230769230769234, 0.13846153846153847, 0.0]",4.4,0.063417622,NA,NA,NA,NA
Diphosphate-N-acetyl-D-glucosamine,UD1,cluster2,"[0.0, 0.0, 0.023127753303964757, 0.015418502202643172, 0.04955947136563876, 0.02643171806167401, 0.05947136563876652, 0.10242290748898679, 0.022026431718061675, 0.0881057268722467, 0.005506607929515419, 0.004405286343612335, 0.048458149779735685, 0.01762114537444934, 0.04185022026431718, 0.1145374449339207, 0.07819383259911894, 0.05947136563876652, 0.1354625550660793, 0.10792951541850221]","[0.16207276736493936, 0.11576626240352811, 0.16648291069459759, 0.19735391400220506, 0.22381477398015434, 0.1345093715545755, 0.0]",31.31034483,0.798042487,NA,NA,NA,NA
Diphosphate-pantoic acid,COA,cluster4,"[0.0, 0.0, 0.02308707124010554, 0.05738786279683377, 0.09960422163588391, 0.08905013192612138, 0.12005277044854881, 0.059366754617414245, 0.03100263852242744, 0.029683377308707123, 0.001978891820580475, 0.021108179419525065, 0.04353562005277045, 0.025065963060686015, 0.04353562005277045, 0.018469656992084433, 0.013192612137203167, 0.11477572559366754, 0.18403693931398418, 0.025065963060686015]","[0.099601593625498, 0.034528552456839307, 0.13147410358565736, 0.41832669322709165, 0.2058432934926959, 0.1102257636122178, 0.0]",8.564971751,0.177117087,NA,NA,NA,NA
Diphosphate-ribitol,FDA,cluster3,"[0.0, 0.0, 0.055900621118012424, 0.043478260869565216, 0.06832298136645963, 0.040372670807453416, 0.059006211180124224, 0.021739130434782608, 0.049689440993788817, 0.07453416149068323, 0.012422360248447204, 0.018633540372670808, 0.07142857142857142, 0.043478260869565216, 0.024844720496894408, 0.052795031055900624, 0.021739130434782608, 0.07142857142857142, 0.19254658385093168, 0.07763975155279502]","[0.1375, 0.075, 0.1625, 0.33125, 0.146875, 0.146875, 0.0]",9.757575758,0.209673955,NA,NA,NA,NA
Dithiolene-pyranopterin,MGD,cluster3,"[0.0, 0.0, 0.004415011037527594, 0.01545253863134658, 0.024282560706401765, 0.01545253863134658, 0.07505518763796909, 0.11479028697571744, 0.0684326710816777, 0.07505518763796909, 0.013245033112582781, 0.03532008830022075, 0.05739514348785872, 0.011037527593818985, 0.09492273730684327, 0.02207505518763797, 0.011037527593818985, 0.06622516556291391, 0.09050772626931568, 0.2052980132450331]","[0.08501118568232663, 0.1029082774049217, 0.18344519015659955, 0.1476510067114094, 0.3422818791946309, 0.13870246085011187, 0.0]",34.84615385,0.894566454,NA,NA,NA,NA
DoublyDimethylallyl,FPP,cluster1,"[0.0, 0.0, 0.0, 0.04929577464788732, 0.1619718309859155, 0.06338028169014084, 0.09859154929577464, 0.21830985915492956, 0.176056338028169, 0.02112676056338028, 0.035211267605633804, 0.014084507042253521, 0.014084507042253521, 0.007042253521126761, 0.0, 0.0, 0.035211267605633804, 0.0, 0.035211267605633804, 0.07042253521126761]","[0.07092198581560284, 0.028368794326241134, 0.0425531914893617, 0.3120567375886525, 0.46099290780141844, 0.0851063829787234, 0.0]",14.2,0.330947589,0.808561069,0.514677795,0.75393195,3.61E-06
DoublyDimethylallyl,FPS,cluster3,"[0.0, 0.0, 0.0, 0.02247191011235955, 0.0449438202247191, 0.011235955056179775, 0.15730337078651685, 0.2247191011235955, 0.02247191011235955, 0.11235955056179775, 0.0, 0.0, 0.011235955056179775, 0.011235955056179775, 0.14606741573033707, 0.0, 0.06741573033707865, 0.02247191011235955, 0.0449438202247191, 0.10112359550561797]","[0.0898876404494382, 0.12359550561797752, 0.1348314606741573, 0.1348314606741573, 0.39325842696629215, 0.12359550561797752, 0.0]",8.090909091,0.164175662,0.808561069,0.514677795,0.75393195,3.61E-06
Ethanesulfonic Acid,EPE,cluster1,"[0.0, 0.005847953216374269, 0.037037037037037035, 0.029239766081871343, 0.021442495126705652, 0.011695906432748537, 0.0935672514619883, 0.10916179337231968, 0.10136452241715399, 0.03898635477582846, 0.01364522417153996, 0.025341130604288498, 0.009746588693957114, 0.02729044834307992, 0.05263157894736842, 0.05458089668615984, 0.01949317738791423, 0.06042884990253411, 0.20662768031189083, 0.08187134502923976]","[0.11157894736842106, 0.07789473684210527, 0.16631578947368422, 0.19157894736842104, 0.32, 0.13263157894736843, 0.0]",13.15384615,0.30238866,NA,NA,NA,NA
Ethanolamine,SER,cluster2,"[0.0, 0.0, 0.02696078431372549, 0.0196078431372549, 0.029411764705882353, 0.022058823529411766, 0.1323529411764706, 0.10784313725490197, 0.11764705882352941, 0.05392156862745098, 0.012254901960784314, 0.01715686274509804, 0.031862745098039214, 0.01715686274509804, 0.02696078431372549, 0.11274509803921569, 0.07107843137254902, 0.056372549019607844, 0.051470588235294115, 0.09313725490196079]","[0.12315270935960591, 0.10344827586206896, 0.11576354679802955, 0.16502463054187191, 0.35467980295566504, 0.13793103448275862, 0.0]",9.272727273,0.196438088,NA,NA,NA,NA
Ethenol,PEP,cluster3,"[0.0, 0.0, 0.07772020725388601, 0.010362694300518135, 0.015544041450777202, 0.010362694300518135, 0.0051813471502590676, 0.015544041450777202, 0.0, 0.0051813471502590676, 0.0051813471502590676, 0.015544041450777202, 0.0, 0.015544041450777202, 0.02072538860103627, 0.13471502590673576, 0.11398963730569948, 0.24352331606217617, 0.12953367875647667, 0.18134715025906736]","[0.16145833333333334, 0.09375, 0.19791666666666666, 0.25, 0.13020833333333334, 0.16666666666666666, 0.0]",8.041666667,0.162831394,NA,NA,NA,NA
Ethyl,ARG,cluster2,"[0.0, 0.0, 0.0, 0.03825136612021858, 0.02185792349726776, 0.00546448087431694, 0.1092896174863388, 0.21311475409836064, 0.04371584699453552, 0.01912568306010929, 0.00819672131147541, 0.02459016393442623, 0.01912568306010929, 0.02459016393442623, 0.03278688524590164, 0.15300546448087432, 0.17759562841530055, 0.00546448087431694, 0.01912568306010929, 0.08469945355191257]","[0.20994475138121546, 0.11049723756906077, 0.09668508287292818, 0.0856353591160221, 0.356353591160221, 0.1408839779005525, 0.0]",5.71875,0.099418147,0.765350462,0.556930912,0.732322977,9.42E-06
Ethyl,ILE,cluster2,"[0.0, 0.0, 0.012048192771084338, 0.04819277108433735, 0.07228915662650602, 0.04819277108433735, 0.22289156626506024, 0.2469879518072289, 0.024096385542168676, 0.0, 0.012048192771084338, 0.060240963855421686, 0.04819277108433735, 0.024096385542168676, 0.03614457831325301, 0.018072289156626505, 0.006024096385542169, 0.018072289156626505, 0.05421686746987952, 0.04819277108433735]","[0.09259259259259259, 0.018518518518518517, 0.05555555555555555, 0.24074074074074073, 0.5123456790123457, 0.08024691358024691, 0.0]",9.764705882,0.209868601,0.765350462,0.556930912,0.732322977,9.42E-06
Ethylamine,ACA,cluster3,"[0.0, 0.0, 0.0, 0.0, 0.06, 0.06, 0.04, 0.24, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04, 0.22, 0.02, 0.06, 0.0, 0.06]","[0.14, 0.08, 0.08, 0.18, 0.38, 0.14, 0.0]",8.333333333,0.170793595,0.710176487,0.667905823,0.747794524,0.000116775
Ethylamine,ASP,cluster3,"[0.0, 0.0, 0.015625, 0.0, 0.0078125, 0.0, 0.140625, 0.1796875, 0.0, 0.03125, 0.015625, 0.0078125, 0.0546875, 0.03125, 0.03125, 0.1640625, 0.2109375, 0.0703125, 0.0234375, 0.015625]","[0.2421875, 0.15625, 0.0703125, 0.0546875, 0.28125, 0.1953125, 0.0]",3.555555556,0.040365153,0.677273867,0.564542001,0.686996259,0.000264097
Ethylamine,MET,cluster3,"[0.0, 0.0, 0.039473684210526314, 0.0, 0.006578947368421052, 0.03289473684210526, 0.1118421052631579, 0.07894736842105263, 0.08552631578947369, 0.06578947368421052, 0.03289473684210526, 0.039473684210526314, 0.02631578947368421, 0.02631578947368421, 0.019736842105263157, 0.28289473684210525, 0.07894736842105263, 0.013157894736842105, 0.0, 0.05921052631578947]","[0.2, 0.14666666666666667, 0.08666666666666667, 0.10666666666666667, 0.23333333333333334, 0.22666666666666666, 0.0]",3.534883721,0.039800833,0.634785039,0.607092559,0.697480704,0.000585066
Ethylamine,SPD,cluster3,"[0.0, 0.0, 0.008771929824561403, 0.043859649122807015, 0.03070175438596491, 0.021929824561403508, 0.08333333333333333, 0.2631578947368421, 0.14912280701754385, 0.0043859649122807015, 0.008771929824561403, 0.008771929824561403, 0.021929824561403508, 0.013157894736842105, 0.06140350877192982, 0.12719298245614036, 0.07017543859649122, 0.0, 0.017543859649122806, 0.06578947368421052]","[0.14912280701754385, 0.10087719298245613, 0.08771929824561403, 0.13157894736842105, 0.42105263157894735, 0.10964912280701754, 0.0]",14.25,0.332312538,0.564255911,0.671567272,0.694156165,0.000732294
Flavin(oxidized),FDA,cluster2,"[0.0, 0.0, 0.01348314606741573, 0.07528089887640449, 0.07528089887640449, 0.046067415730337076, 0.0651685393258427, 0.17752808988764046, 0.09438202247191012, 0.05056179775280899, 0.0044943820224719105, 0.02359550561797753, 0.05955056179775281, 0.02247191011235955, 0.052808988764044947, 0.02359550561797753, 0.021348314606741574, 0.028089887640449437, 0.07078651685393259, 0.09550561797752809]","[0.11085972850678733, 0.0667420814479638, 0.09502262443438914, 0.2839366515837104, 0.34728506787330315, 0.09615384615384616, 0.0]",26.96969697,0.679547244,0.965515695,0.638365453,0.942154765,7.44E-14
Flavin(oxidized),RBF,cluster2,"[0.0, 0.0, 0.0, 0.0859106529209622, 0.09965635738831616, 0.054982817869415807, 0.140893470790378, 0.08934707903780069, 0.13402061855670103, 0.09965635738831616, 0.013745704467353952, 0.006872852233676976, 0.027491408934707903, 0.01718213058419244, 0.06529209621993128, 0.03436426116838488, 0.020618556701030927, 0.044673539518900345, 0.03436426116838488, 0.030927835051546393]","[0.06872852233676977, 0.061855670103092786, 0.12371134020618557, 0.30584192439862545, 0.31958762886597936, 0.12027491408934708, 0.0]",19.4,0.472902266,0.965515695,0.638365453,0.942154765,7.44E-14
Fructose,F6P,cluster2,"[0.0, 0.0, 0.006269592476489028, 0.03761755485893417, 0.06269592476489028, 0.006269592476489028, 0.034482758620689655, 0.05642633228840126, 0.025078369905956112, 0.02821316614420063, 0.0, 0.02821316614420063, 0.034482758620689655, 0.025078369905956112, 0.06583072100313479, 0.15987460815047022, 0.15987460815047022, 0.025078369905956112, 0.13479623824451412, 0.109717868338558]","[0.18037974683544303, 0.14556962025316456, 0.16139240506329114, 0.18354430379746836, 0.16455696202531644, 0.16455696202531644, 0.0]",16.78947368,0.40163757,0.496182225,0.592906842,0.698377995,0.003708254
Fructose,FBP,cluster3,"[0.0, 0.0, 0.0, 0.0, 0.05357142857142857, 0.05357142857142857, 0.14285714285714285, 0.08928571428571429, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.017857142857142856, 0.14285714285714285, 0.17857142857142858, 0.14285714285714285, 0.017857142857142856, 0.03571428571428571]","[0.17307692307692307, 0.09615384615384616, 0.1346153846153846, 0.15384615384615385, 0.25, 0.19230769230769232, 0.0]",4,0.052498031,0.157687944,0.413769557,0.492837156,0.007713995
Fructose,SUC,cluster1,"[0.0, 0.0, 0.003669724770642202, 0.023853211009174313, 0.029357798165137616, 0.014678899082568808, 0.07889908256880734, 0.12660550458715597, 0.10458715596330276, 0.060550458715596334, 0.007339449541284404, 0.009174311926605505, 0.014678899082568808, 0.01834862385321101, 0.06972477064220184, 0.1651376146788991, 0.06972477064220184, 0.022018348623853212, 0.14128440366972478, 0.04036697247706422]","[0.14206642066420663, 0.11808118081180811, 0.14944649446494465, 0.14391143911439114, 0.27490774907749077, 0.17158671586715868, 0.0]",17.03125,0.408237816,0.577785922,0.520915954,0.696297161,0.004005741
Galactose,GDU,cluster4,"[0.0, 0.0, 0.03389830508474576, 0.03954802259887006, 0.011299435028248588, 0.03389830508474576, 0.062146892655367235, 0.1638418079096045, 0.096045197740113, 0.0847457627118644, 0.0, 0.005649717514124294, 0.03389830508474576, 0.022598870056497175, 0.01694915254237288, 0.03389830508474576, 0.096045197740113, 0.03954802259887006, 0.0903954802259887, 0.13559322033898305]","[0.12429378531073447, 0.10734463276836158, 0.14124293785310735, 0.1807909604519774, 0.3333333333333333, 0.11299435028248588, 0.0]",14.75,0.345962026,0.899377421,0.724819718,0.894700289,1.36E-10
Galactose,LBT,cluster1,"[0.0, 0.006980802792321117, 0.008726003490401396, 0.0017452006980802793, 0.008726003490401396, 0.015706806282722512, 0.06108202443280977, 0.07853403141361257, 0.225130890052356, 0.1256544502617801, 0.0, 0.005235602094240838, 0.006980802792321117, 0.005235602094240838, 0.04363001745200698, 0.08027923211169284, 0.06108202443280977, 0.017452006980802792, 0.09947643979057591, 0.14834205933682373]","[0.09558823529411764, 0.11764705882352941, 0.19301470588235295, 0.10477941176470588, 0.35294117647058826, 0.13602941176470587, 0.0]",24.91304348,0.623402709,0.899377421,0.724819718,0.894700289,1.36E-10
Geranyl,GPP,cluster1,"[0.0, 0.0, 0.007462686567164179, 0.041044776119402986, 0.08955223880597014, 0.041044776119402986, 0.1455223880597015, 0.16044776119402984, 0.03731343283582089, 0.08582089552238806, 0.011194029850746268, 0.07462686567164178, 0.026119402985074626, 0.033582089552238806, 0.08208955223880597, 0.029850746268656716, 0.03731343283582089, 0.03731343283582089, 0.018656716417910446, 0.041044776119402986]","[0.10384615384615385, 0.07692307692307693, 0.1076923076923077, 0.24615384615384617, 0.3192307692307692, 0.14615384615384616, 0.0]",20.61538462,0.506081022,NA,NA,NA,NA
